	Unnamed: 0	GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Measure_Name	Data_Period_Business_Key	Estimated_Value	Unit_of_Measure_Code
3951	3951	37061	Duplin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	132.0	Count
3952	3952	37063	Durham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	800.0	Count
3953	3953	37065	Edgecombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	123.0	Count
3954	3954	37067	Forsyth	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	287.0	Count
3955	3955	37069	Franklin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	106.0	Count
3956	3956	37071	Gaston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	147.0	Count
3957	3957	37073	Gates	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	9.0	Count
3958	3958	37075	Graham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	2.0	Count
3959	3959	37077	Granville	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	160.0	Count
3960	3960	37079	Greene	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	22.0	Count
3961	3961	37081	Guilford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	464.0	Count
3962	3962	37083	Halifax	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	69.0	Count
3963	3963	37085	Harnett	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	188.0	Count
3964	3964	37087	Haywood	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	15.0	Count
3965	3965	37089	Henderson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	210.0	Count
3966	3966	37091	Hertford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	45.0	Count
3967	3967	37093	Hoke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	101.0	Count
3968	3968	37095	Hyde	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	1.0	Count
3969	3969	37097	Iredell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	128.0	Count
3970	3970	37099	Jackson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	18.0	Count
3971	3971	37101	Johnston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	173.0	Count
3972	3972	37103	Jones	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	18.0	Count
3973	3973	37105	Lee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	207.0	Count
3974	3974	37107	Lenoir	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	90.0	Count
3975	3975	37109	Lincoln	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	35.0	Count
3976	3976	37113	Macon	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	3.0	Count
3977	3977	37115	Madison	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	1.0	Count
3978	3978	37117	Martin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	21.0	Count
3979	3979	37111	McDowell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	28.0	Count
3980	3980	37119	Mecklenburg	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	1758.0	Count
3981	3981	37121	Mitchell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	5.0	Count
3982	3982	37123	Montgomery	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	38.0	Count
3983	3983	37125	Moore	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	93.0	Count
3984	3984	37127	Nash	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	102.0	Count
3985	3985	37129	New Hanover	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	83.0	Count
3986	3986	37131	Northampton	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	91.0	Count
3987	3987	37133	Onslow	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	51.0	Count
3988	3988	37135	Orange	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	230.0	Count
3989	3989	37137	Pamlico	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	8.0	Count
3990	3990	37139	Pasquotank	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	38.0	Count
3991	3991	37141	Pender	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	16.0	Count
3992	3992	37143	Perquimans	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	14.0	Count
3993	3993	37145	Person	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	23.0	Count
3994	3994	37147	Pitt	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	144.0	Count
3995	3995	37149	Polk	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	26.0	Count
3996	3996	37151	Randolph	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	255.0	Count
3997	3997	37153	Richmond	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	61.0	Count
3998	3998	37155	Robeson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	249.0	Count
3999	3999	37157	Rockingham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	30.0	Count
4000	4000	37159	Rowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	417.0	Count
4001	4001	37161	Rutherford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	145.0	Count
4002	4002	37163	Sampson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	94.0	Count
4003	4003	37165	Scotland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	30.0	Count
4004	4004	37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	29.0	Count
4005	4005	37169	Stokes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	10.0	Count
4006	4006	37171	Surry	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	20.0	Count
4007	4007	37173	Swain	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	4.0	Count
4008	4008	37175	Transylvania	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	7.0	Count
4009	4009	37177	Tyrrell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	4.0	Count
4010	4010	37179	Union	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	271.0	Count
4011	4011	37181	Vance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	119.0	Count
4012	4012	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	919.0	Count
4013	4013	37185	Warren	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	17.0	Count
4014	4014	37187	Washington	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	25.0	Count
4015	4015	37189	Watauga	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	8.0	Count
4016	4016	37191	Wayne	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	688.0	Count
4017	4017	37193	Wilkes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	128.0	Count
4018	4018	37195	Wilson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	182.0	Count
4019	4019	37197	Yadkin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	25.0	Count
4020	4020	37199	Yancey	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	1.0	Count
4021	4021	37001	Alamance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	128.0	Count
4022	4022	37003	Alexander	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	6.0	Count
4023	4023	37005	Alleghany	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	7.0	Count
4024	4024	37007	Anson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	31.0	Count
4025	4025	37009	Ashe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	5.0	Count
4026	4026	37013	Beaufort	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	21.0	Count
4027	4027	37015	Bertie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	53.0	Count
4028	4028	37017	Bladen	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	40.0	Count
4029	4029	37019	Brunswick	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	49.0	Count
4030	4030	37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	78.0	Count
4031	4031	37023	Burke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	117.0	Count
4032	4032	37025	Cabarrus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	323.0	Count
4033	4033	37027	Caldwell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	43.0	Count
4034	4034	37029	Camden	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	2.0	Count
4035	4035	37031	Carteret	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	28.0	Count
4036	4036	37033	Caswell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	36.0	Count
4037	4037	37035	Catawba	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	63.0	Count
4038	4038	37037	Chatham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	412.0	Count
4039	4039	37039	Cherokee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	19.0	Count
4040	4040	37041	Chowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	7.0	Count
4041	4041	37043	Clay	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	5.0	Count
4042	4042	37045	Cleveland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	48.0	Count
4043	4043	37047	Columbus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	175.0	Count
4044	4044	37049	Craven	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	43.0	Count
4045	4045	37051	Cumberland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	318.0	Count
4046	4046	37053	Currituck	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	5.0	Count
4047	4047	37055	Dare	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	14.0	Count
4048	4048	37057	Davidson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	186.0	Count
4049	4049	37059	Davie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	31.0	Count
4050	4050	37061	Duplin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	146.0	Count
4051	4051	37063	Durham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	818.0	Count
4052	4052	37065	Edgecombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	128.0	Count
4053	4053	37067	Forsyth	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	308.0	Count
4054	4054	37069	Franklin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	106.0	Count
4055	4055	37071	Gaston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	155.0	Count
4056	4056	37073	Gates	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	10.0	Count
4057	4057	37075	Graham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	2.0	Count
4058	4058	37077	Granville	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	161.0	Count
4059	4059	37079	Greene	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	22.0	Count
4060	4060	37081	Guilford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	507.0	Count
4061	4061	37083	Halifax	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	73.0	Count
4062	4062	37085	Harnett	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	192.0	Count
4063	4063	37087	Haywood	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	15.0	Count
4064	4064	37089	Henderson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	213.0	Count
4065	4065	37091	Hertford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	46.0	Count
4066	4066	37093	Hoke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	103.0	Count
4067	4067	37095	Hyde	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	1.0	Count
4068	4068	37097	Iredell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	136.0	Count
4069	4069	37099	Jackson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	20.0	Count
4070	4070	37101	Johnston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	188.0	Count
4071	4071	37103	Jones	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	19.0	Count
4072	4072	37105	Lee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	207.0	Count
4073	4073	37107	Lenoir	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	91.0	Count
4074	4074	37109	Lincoln	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	37.0	Count
4075	4075	37113	Macon	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	3.0	Count
4076	4076	37115	Madison	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	1.0	Count
4077	4077	37117	Martin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	25.0	Count
4078	4078	37111	McDowell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	28.0	Count
4079	4079	37119	Mecklenburg	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	1850.0	Count
4080	4080	37121	Mitchell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	5.0	Count
4081	4081	37123	Montgomery	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	41.0	Count
4082	4082	37125	Moore	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	106.0	Count
4083	4083	37127	Nash	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	104.0	Count
4084	4084	37129	New Hanover	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	84.0	Count
4085	4085	37131	Northampton	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	93.0	Count
4086	4086	37133	Onslow	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	52.0	Count
4087	4087	37135	Orange	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	230.0	Count
4088	4088	37137	Pamlico	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	8.0	Count
4089	4089	37139	Pasquotank	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	38.0	Count
4090	4090	37141	Pender	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	19.0	Count
4091	4091	37143	Perquimans	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	14.0	Count
4092	4092	37145	Person	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	23.0	Count
4093	4093	37147	Pitt	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	145.0	Count
4094	4094	37149	Polk	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	27.0	Count
4095	4095	37151	Randolph	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	275.0	Count
4096	4096	37153	Richmond	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	65.0	Count
4097	4097	37155	Robeson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	288.0	Count
4098	4098	37157	Rockingham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	34.0	Count
4099	4099	37159	Rowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	439.0	Count
4100	4100	37161	Rutherford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	145.0	Count
4101	4101	37163	Sampson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	108.0	Count
4102	4102	37165	Scotland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	32.0	Count
4103	4103	37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	30.0	Count
4104	4104	37169	Stokes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	10.0	Count
4105	4105	37171	Surry	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	20.0	Count
4106	4106	37173	Swain	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	4.0	Count
4107	4107	37175	Transylvania	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	7.0	Count
4108	4108	37177	Tyrrell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	4.0	Count
4109	4109	37179	Union	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	275.0	Count
4110	4110	37181	Vance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	120.0	Count
4111	4111	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	937.0	Count
4112	4112	37185	Warren	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	18.0	Count
4113	4113	37187	Washington	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	25.0	Count
4114	4114	37189	Watauga	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	8.0	Count
4115	4115	37191	Wayne	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	687.0	Count
4116	4116	37193	Wilkes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	147.0	Count
4117	4117	37195	Wilson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	184.0	Count
4118	4118	37197	Yadkin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	27.0	Count
4119	4119	37199	Yancey	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	1.0	Count
4120	4120	37001	Alamance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	143.0	Count
4121	4121	37003	Alexander	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	8.0	Count
4122	4122	37005	Alleghany	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	7.0	Count
4123	4123	37007	Anson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	33.0	Count
4124	4124	37009	Ashe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	6.0	Count
4125	4125	37013	Beaufort	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	22.0	Count
4126	4126	37015	Bertie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	57.0	Count
4127	4127	37017	Bladen	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	45.0	Count
4128	4128	37019	Brunswick	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	49.0	Count
4129	4129	37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	88.0	Count
4130	4130	37023	Burke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	126.0	Count
4131	4131	37025	Cabarrus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	333.0	Count
4132	4132	37027	Caldwell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	50.0	Count
4133	4133	37029	Camden	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	2.0	Count
4134	4134	37031	Carteret	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	29.0	Count
4135	4135	37033	Caswell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	38.0	Count
4136	4136	37035	Catawba	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	65.0	Count
4137	4137	37037	Chatham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	421.0	Count
4138	4138	37039	Cherokee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	18.0	Count
4139	4139	37041	Chowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	7.0	Count
4140	4140	37043	Clay	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	5.0	Count
4141	4141	37045	Cleveland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	50.0	Count
4142	4142	37047	Columbus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	184.0	Count
4143	4143	37049	Craven	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	46.0	Count
4144	4144	37051	Cumberland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	336.0	Count
4145	4145	37053	Currituck	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	7.0	Count
4146	4146	37055	Dare	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	14.0	Count
4147	4147	37057	Davidson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	191.0	Count
4148	4148	37059	Davie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	31.0	Count
4149	4149	37061	Duplin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	161.0	Count
4150	4150	37063	Durham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	841.0	Count
4151	4151	37065	Edgecombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	137.0	Count
4152	4152	37067	Forsyth	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	332.0	Count
4153	4153	37069	Franklin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	111.0	Count
4154	4154	37071	Gaston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	157.0	Count
4155	4155	37073	Gates	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	10.0	Count
4156	4156	37075	Graham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	2.0	Count
4157	4157	37077	Granville	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	164.0	Count
4158	4158	37079	Greene	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	33.0	Count
4159	4159	37081	Guilford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	536.0	Count
4160	4160	37083	Halifax	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	77.0	Count
4161	4161	37085	Harnett	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	199.0	Count
4162	4162	37087	Haywood	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	16.0	Count
4163	4163	37089	Henderson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	216.0	Count
4164	4164	37091	Hertford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	45.0	Count
4165	4165	37093	Hoke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	113.0	Count
4166	4166	37095	Hyde	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	1.0	Count
4167	4167	37097	Iredell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	137.0	Count
4168	4168	37099	Jackson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	20.0	Count
4169	4169	37101	Johnston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	189.0	Count
4170	4170	37103	Jones	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	19.0	Count
4171	4171	37105	Lee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	229.0	Count
4172	4172	37107	Lenoir	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	97.0	Count
4173	4173	37109	Lincoln	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	37.0	Count
4174	4174	37113	Macon	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	3.0	Count
4175	4175	37115	Madison	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	1.0	Count
4176	4176	37117	Martin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	27.0	Count
4177	4177	37111	McDowell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	28.0	Count
4178	4178	37119	Mecklenburg	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	1922.0	Count
4179	4179	37121	Mitchell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	5.0	Count
4180	4180	37123	Montgomery	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	43.0	Count
4181	4181	37125	Moore	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	109.0	Count
4182	4182	37127	Nash	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	107.0	Count
4183	4183	37129	New Hanover	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	91.0	Count
4184	4184	37131	Northampton	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	102.0	Count
4185	4185	37133	Onslow	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	53.0	Count
4186	4186	37135	Orange	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	239.0	Count
4187	4187	37137	Pamlico	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	8.0	Count
4188	4188	37139	Pasquotank	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	39.0	Count
4189	4189	37141	Pender	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	20.0	Count
4190	4190	37143	Perquimans	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	14.0	Count
4191	4191	37145	Person	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	27.0	Count
4192	4192	37147	Pitt	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	152.0	Count
4193	4193	37149	Polk	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	30.0	Count
