GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Measure_Name	Data_Period_Business_Key	Estimated_Value	Unit_of_Measure_Code	Population (2017)
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-08	2171.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-09	2187.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-10	2219.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-11	2237.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-12	2260.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-13	2280.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-14	2298.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-15	2312.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-16	2328.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-17	2341.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-18	2358.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-19	2370.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-20	2370.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-21	2374.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-22	2377.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-23	2386.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-24	2396.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-25	2403.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-26	2414.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-27	2431.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-28	2438.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-29	2446.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-30	2447.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-31	2455.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-11-01	2468.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-11-02	2482.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-11-03	2488.0	Count	61505.0
37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-11-04	2499.0	Count	61505.0
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-21	1.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-22	1.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-23	1.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-24	5.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-25	12.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-26	15.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-27	15.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-28	17.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-29	19.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-30	20.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-03-31	22.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-01	22.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-02	22.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-03	24.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-04	27.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-05	28.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-06	31.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-07	33.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-08	33.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-09	34.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-10	36.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-11	36.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-12	36.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-13	36.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-14	37.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-15	37.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-16	41.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-17	42.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-18	45.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-19	46.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-20	45.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-21	46.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-22	46.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-23	49.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-24	49.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-25	50.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-26	51.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-27	51.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-28	53.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-29	54.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-04-30	63.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-01	65.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-02	72.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-03	73.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-04	77.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-05	78.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-06	78.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-07	88.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-08	88.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-09	92.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-10	100.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-11	101.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-12	103.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-13	105.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-14	116.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-15	138.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-16	152.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-17	168.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-18	176.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-19	182.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-20	183.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-21	209.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-22	246.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-23	251.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-24	262.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-25	276.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-26	277.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-27	279.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-28	303.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-29	310.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-30	323.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-05-31	335.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-01	346.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-02	354.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-03	361.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-04	374.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-05	382.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-06	389.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-07	396.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-08	399.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-09	401.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-10	408.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-11	417.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-12	426.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-13	439.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-14	449.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-15	456.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-16	461.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-17	464.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-18	478.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-19	484.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-20	494.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-21	501.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-22	504.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-23	509.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-24	514.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-25	519.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-26	528.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-27	536.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-28	547.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-29	574.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-06-30	591.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-01	603.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-02	624.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-03	625.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-04	646.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-05	675.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-06	693.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-07	711.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-08	737.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-09	777.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-10	802.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-11	845.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-12	865.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-13	898.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-14	928.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-15	957.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-16	992.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-17	1044.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-18	1108.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-19	1140.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-20	1174.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-21	1223.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-22	1248.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-23	1292.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-24	1344.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-25	1400.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-26	1445.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-27	1473.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-28	1505.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-29	1538.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-30	1576.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-07-31	1605.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-01	1657.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-02	1689.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-03	1715.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-04	1741.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-05	1757.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-06	1785.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-07	1815.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-08	1850.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-09	1884.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-10	1892.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-11	1905.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-12	1929.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-13	1965.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-14	2001.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-15	2033.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-16	2079.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-17	2092.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-18	2113.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-19	2135.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-20	2167.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-21	2214.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-22	2237.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-23	2260.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-24	2298.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-25	2305.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-26	2314.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-27	2347.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-28	2386.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-29	2424.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-30	2440.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-08-31	2468.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-01	2492.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-02	2517.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-03	2565.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-04	2581.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-05	2606.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-06	2622.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-07	2643.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-08	2641.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-09	2667.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-10	2685.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-11	2708.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-12	2728.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-13	2738.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-14	2760.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-15	2764.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-16	2796.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-17	2808.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-18	2823.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-19	2844.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-20	2861.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-21	2874.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-22	2892.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-23	2923.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-24	2954.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-25	3081.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-26	3101.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-27	3125.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-28	3141.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-29	3151.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-09-30	3179.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-01	3224.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-02	3254.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-03	3317.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-04	3331.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-05	3355.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-06	3381.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-07	3407.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-08	3439.0	Count	257070.99999999997
37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases		2020-10-09	3475.0	Count	257070.99999999997
