	LocationType	Location	Race	TimeFrame	DataFormat	Data
1093	County	Catawba	Non-Hispanic African American	2014	Number	3.0
1094	County	Catawba	Non-Hispanic American Indian	2014	Number	0.0
1095	County	Catawba	Other Non-Hispanic	2014	Number	1.0
1096	County	Catawba	Hispanic	2014	Number	2.0
1097	County	Catawba	Total	2014	Number	12.0
1098	County	Catawba	Non-Hispanic White	2014	Rate	5.1
1099	County	Catawba	Non-Hispanic African American	2014	Rate	14.7
1100	County	Catawba	Non-Hispanic American Indian	2014	Rate	0.0
1101	County	Catawba	Other Non-Hispanic	2014	Rate	7.2
1102	County	Catawba	Hispanic	2014	Rate	7.1
1103	County	Catawba	Total	2014	Rate	6.6
1104	County	Catawba	Non-Hispanic White	2015	Number	10.0
1105	County	Catawba	Non-Hispanic African American	2015	Number	6.0
1106	County	Catawba	Non-Hispanic American Indian	2015	Number	0.0
1107	County	Catawba	Other Non-Hispanic	2015	Number	3.0
1108	County	Catawba	Hispanic	2015	Number	0.0
1109	County	Catawba	Total	2015	Number	19.0
1110	County	Catawba	Non-Hispanic White	2015	Rate	8.7
1111	County	Catawba	Non-Hispanic African American	2015	Rate	29.9
1112	County	Catawba	Non-Hispanic American Indian	2015	Rate	0.0
1113	County	Catawba	Other Non-Hispanic	2015	Rate	22.4
1114	County	Catawba	Hispanic	2015	Rate	0.0
1115	County	Catawba	Total	2015	Rate	10.8
1116	County	Catawba	Non-Hispanic White	2016	Number	1.0
1117	County	Catawba	Non-Hispanic African American	2016	Number	3.0
1118	County	Catawba	Non-Hispanic American Indian	2016	Number	0.0
1119	County	Catawba	Other Non-Hispanic	2016	Number	1.0
1120	County	Catawba	Hispanic	2016	Number	1.0
1121	County	Catawba	Total	2016	Number	6.0
1122	County	Catawba	Non-Hispanic White	2016	Rate	0.9
1123	County	Catawba	Non-Hispanic African American	2016	Rate	17.0
1124	County	Catawba	Non-Hispanic American Indian	2016	Rate	0.0
1125	County	Catawba	Other Non-Hispanic	2016	Rate	7.7
1126	County	Catawba	Hispanic	2016	Rate	3.5
1127	County	Catawba	Total	2016	Rate	3.6
1128	County	Catawba	Non-Hispanic White	2017	Number	10.0
1129	County	Catawba	Non-Hispanic White	2017	Rate	9.4
1130	County	Catawba	Non-Hispanic African American	2017	Number	2.0
1131	County	Catawba	Non-Hispanic African American	2017	Rate	10.4
1132	County	Catawba	Non-Hispanic American Indian	2017	Number	0.0
1133	County	Catawba	Non-Hispanic American Indian	2017	Rate	0.0
1134	County	Catawba	Other Non-Hispanic	2017	Number	2.0
1135	County	Catawba	Other Non-Hispanic	2017	Rate	13.6
1136	County	Catawba	Hispanic	2017	Number	1.0
1137	County	Catawba	Hispanic	2017	Rate	4.1
1138	County	Catawba	Total	2017	Number	15.0
1139	County	Catawba	Total	2017	Rate	9.1
1140	County	Chatham	Non-Hispanic White	2013	Number	3.0
1141	County	Chatham	Non-Hispanic African American	2013	Number	2.0
1142	County	Chatham	Non-Hispanic American Indian	2013	Number	0.0
1143	County	Chatham	Other Non-Hispanic	2013	Number	0.0
1144	County	Chatham	Hispanic	2013	Number	0.0
1145	County	Chatham	Total	2013	Number	5.0
1146	County	Chatham	Non-Hispanic White	2013	Rate	8.7
1147	County	Chatham	Non-Hispanic African American	2013	Rate	26.7
1148	County	Chatham	Non-Hispanic American Indian	2013	Rate	0.0
1149	County	Chatham	Other Non-Hispanic	2013	Rate	0.0
1150	County	Chatham	Hispanic	2013	Rate	0.0
1151	County	Chatham	Total	2013	Rate	8.2
1152	County	Chatham	Non-Hispanic White	2014	Number	4.0
1153	County	Chatham	Non-Hispanic African American	2014	Number	2.0
1154	County	Chatham	Non-Hispanic American Indian	2014	Number	0.0
1155	County	Chatham	Other Non-Hispanic	2014	Number	0.0
1156	County	Chatham	Hispanic	2014	Number	3.0
1157	County	Chatham	Total	2014	Number	9.0
1158	County	Chatham	Non-Hispanic White	2014	Rate	11.0
1159	County	Chatham	Non-Hispanic African American	2014	Rate	23.3
1160	County	Chatham	Non-Hispanic American Indian	2014	Rate	0.0
1161	County	Chatham	Other Non-Hispanic	2014	Rate	0.0
1162	County	Chatham	Hispanic	2014	Rate	20.7
1163	County	Chatham	Total	2014	Rate	14.8
1164	County	Chatham	Non-Hispanic White	2015	Number	3.0
1165	County	Chatham	Non-Hispanic African American	2015	Number	1.0
1166	County	Chatham	Non-Hispanic American Indian	2015	Number	0.0
1167	County	Chatham	Other Non-Hispanic	2015	Number	0.0
1168	County	Chatham	Hispanic	2015	Number	3.0
1169	County	Chatham	Total	2015	Number	7.0
1170	County	Chatham	Non-Hispanic White	2015	Rate	7.3
1171	County	Chatham	Non-Hispanic African American	2015	Rate	13.5
1172	County	Chatham	Non-Hispanic American Indian	2015	Rate	0.0
1173	County	Chatham	Other Non-Hispanic	2015	Rate	0.0
1174	County	Chatham	Hispanic	2015	Rate	18.4
1175	County	Chatham	Total	2015	Rate	10.5
1176	County	Chatham	Non-Hispanic White	2016	Number	4.0
1177	County	Chatham	Non-Hispanic African American	2016	Number	2.0
1178	County	Chatham	Non-Hispanic American Indian	2016	Number	0.0
1179	County	Chatham	Other Non-Hispanic	2016	Number	0.0
1180	County	Chatham	Hispanic	2016	Number	3.0
1181	County	Chatham	Total	2016	Number	9.0
1182	County	Chatham	Non-Hispanic White	2016	Rate	9.8
1183	County	Chatham	Non-Hispanic African American	2016	Rate	26.7
1184	County	Chatham	Non-Hispanic American Indian	2016	Rate	0.0
1185	County	Chatham	Other Non-Hispanic	2016	Rate	0.0
1186	County	Chatham	Hispanic	2016	Rate	22.6
1187	County	Chatham	Total	2016	Rate	14.1
1188	County	Chatham	Non-Hispanic White	2017	Number	2.0
1189	County	Chatham	Non-Hispanic White	2017	Rate	4.8
1190	County	Chatham	Non-Hispanic African American	2017	Number	0.0
1191	County	Chatham	Non-Hispanic African American	2017	Rate	0.0
1192	County	Chatham	Non-Hispanic American Indian	2017	Number	0.0
1193	County	Chatham	Non-Hispanic American Indian	2017	Rate	0.0
1194	County	Chatham	Other Non-Hispanic	2017	Number	0.0
1195	County	Chatham	Other Non-Hispanic	2017	Rate	0.0
1196	County	Chatham	Hispanic	2017	Number	2.0
1197	County	Chatham	Hispanic	2017	Rate	13.7
1198	County	Chatham	Total	2017	Number	4.0
1199	County	Chatham	Total	2017	Rate	6.0
1200	County	Cherokee	Non-Hispanic White	2013	Number	2.0
1201	County	Cherokee	Non-Hispanic African American	2013	Number	0.0
1202	County	Cherokee	Non-Hispanic American Indian	2013	Number	0.0
1203	County	Cherokee	Other Non-Hispanic	2013	Number	0.0
1204	County	Cherokee	Hispanic	2013	Number	0.0
1205	County	Cherokee	Total	2013	Number	2.0
1206	County	Cherokee	Non-Hispanic White	2013	Rate	11.2
1207	County	Cherokee	Non-Hispanic African American	2013	Rate	0.0
1208	County	Cherokee	Non-Hispanic American Indian	2013	Rate	0.0
1209	County	Cherokee	Other Non-Hispanic	2013	Rate	0.0
1210	County	Cherokee	Hispanic	2013	Rate	0.0
1211	County	Cherokee	Total	2013	Rate	9.4
1212	County	Cherokee	Non-Hispanic White	2014	Number	2.0
1213	County	Cherokee	Non-Hispanic African American	2014	Number	0.0
1214	County	Cherokee	Non-Hispanic American Indian	2014	Number	0.0
1215	County	Cherokee	Other Non-Hispanic	2014	Number	0.0
1216	County	Cherokee	Hispanic	2014	Number	1.0
1217	County	Cherokee	Total	2014	Number	3.0
1218	County	Cherokee	Non-Hispanic White	2014	Rate	10.5
1219	County	Cherokee	Non-Hispanic African American	2014	Rate	0.0
1220	County	Cherokee	Non-Hispanic American Indian	2014	Rate	0.0
1221	County	Cherokee	Other Non-Hispanic	2014	Rate	0.0
1222	County	Cherokee	Hispanic	2014	Rate	125.0
1223	County	Cherokee	Total	2014	Rate	14.3
1224	County	Cherokee	Non-Hispanic White	2015	Number	1.0
1225	County	Cherokee	Non-Hispanic African American	2015	Number	0.0
1226	County	Cherokee	Non-Hispanic American Indian	2015	Number	0.0
1227	County	Cherokee	Other Non-Hispanic	2015	Number	0.0
1228	County	Cherokee	Hispanic	2015	Number	1.0
1229	County	Cherokee	Total	2015	Number	2.0
1230	County	Cherokee	Non-Hispanic White	2015	Rate	5.2
1231	County	Cherokee	Non-Hispanic African American	2015	Rate	0.0
1232	County	Cherokee	Non-Hispanic American Indian	2015	Rate	0.0
1233	County	Cherokee	Other Non-Hispanic	2015	Rate	0.0
1234	County	Cherokee	Hispanic	2015	Rate	111.1
1235	County	Cherokee	Total	2015	Rate	9.0
1236	County	Cherokee	Non-Hispanic White	2016	Number	1.0
1237	County	Cherokee	Non-Hispanic African American	2016	Number	0.0
1238	County	Cherokee	Non-Hispanic American Indian	2016	Number	0.0
1239	County	Cherokee	Other Non-Hispanic	2016	Number	0.0
1240	County	Cherokee	Hispanic	2016	Number	0.0
1241	County	Cherokee	Total	2016	Number	1.0
1242	County	Cherokee	Non-Hispanic White	2016	Rate	4.3
1243	County	Cherokee	Non-Hispanic African American	2016	Rate	0.0
1244	County	Cherokee	Non-Hispanic American Indian	2016	Rate	0.0
1245	County	Cherokee	Other Non-Hispanic	2016	Rate	0.0
1246	County	Cherokee	Hispanic	2016	Rate	0.0
1247	County	Cherokee	Total	2016	Rate	3.9
1248	County	Cherokee	Non-Hispanic White	2017	Number	5.0
1249	County	Cherokee	Non-Hispanic White	2017	Rate	25.8
1250	County	Cherokee	Non-Hispanic African American	2017	Number	0.0
1251	County	Cherokee	Non-Hispanic African American	2017	Rate	0.0
1252	County	Cherokee	Non-Hispanic American Indian	2017	Number	0.0
1253	County	Cherokee	Non-Hispanic American Indian	2017	Rate	0.0
1254	County	Cherokee	Other Non-Hispanic	2017	Number	0.0
1255	County	Cherokee	Other Non-Hispanic	2017	Rate	0.0
1256	County	Cherokee	Hispanic	2017	Number	0.0
1257	County	Cherokee	Hispanic	2017	Rate	0.0
1258	County	Cherokee	Total	2017	Number	5.0
1259	County	Cherokee	Total	2017	Rate	22.6
1260	County	Chowan	Non-Hispanic White	2013	Number	0.0
1261	County	Chowan	Non-Hispanic African American	2013	Number	0.0
1262	County	Chowan	Non-Hispanic American Indian	2013	Number	0.0
1263	County	Chowan	Other Non-Hispanic	2013	Number	0.0
1264	County	Chowan	Hispanic	2013	Number	1.0
1265	County	Chowan	Total	2013	Number	1.0
1266	County	Chowan	Non-Hispanic White	2013	Rate	0.0
1267	County	Chowan	Non-Hispanic African American	2013	Rate	0.0
1268	County	Chowan	Non-Hispanic American Indian	2013	Rate	0.0
1269	County	Chowan	Other Non-Hispanic	2013	Rate	0.0
1270	County	Chowan	Hispanic	2013	Rate	76.9
1271	County	Chowan	Total	2013	Rate	6.0
1272	County	Chowan	Non-Hispanic White	2014	Number	1.0
1273	County	Chowan	Non-Hispanic African American	2014	Number	0.0
1274	County	Chowan	Non-Hispanic American Indian	2014	Number	0.0
1275	County	Chowan	Other Non-Hispanic	2014	Number	0.0
1276	County	Chowan	Hispanic	2014	Number	0.0
1277	County	Chowan	Total	2014	Number	1.0
1278	County	Chowan	Non-Hispanic White	2014	Rate	13.3
1279	County	Chowan	Non-Hispanic African American	2014	Rate	0.0
1280	County	Chowan	Non-Hispanic American Indian	2014	Rate	0.0
1281	County	Chowan	Other Non-Hispanic	2014	Rate	0.0
1282	County	Chowan	Hispanic	2014	Rate	0.0
1283	County	Chowan	Total	2014	Rate	8.1
1284	County	Chowan	Non-Hispanic White	2015	Number	0.0
1285	County	Chowan	Non-Hispanic African American	2015	Number	2.0
1286	County	Chowan	Non-Hispanic American Indian	2015	Number	0.0
1287	County	Chowan	Other Non-Hispanic	2015	Number	0.0
1288	County	Chowan	Hispanic	2015	Number	0.0
1289	County	Chowan	Total	2015	Number	2.0
1290	County	Chowan	Non-Hispanic White	2015	Rate	0.0
1291	County	Chowan	Non-Hispanic African American	2015	Rate	26.0
1292	County	Chowan	Non-Hispanic American Indian	2015	Rate	0.0
1293	County	Chowan	Other Non-Hispanic	2015	Rate	0.0
1294	County	Chowan	Hispanic	2015	Rate	0.0
1295	County	Chowan	Total	2015	Rate	12.0
1296	County	Chowan	Non-Hispanic White	2016	Number	0.0
1297	County	Chowan	Non-Hispanic African American	2016	Number	0.0
1298	County	Chowan	Non-Hispanic American Indian	2016	Number	0.0
1299	County	Chowan	Other Non-Hispanic	2016	Number	0.0
1300	County	Chowan	Hispanic	2016	Number	0.0
1301	County	Chowan	Total	2016	Number	0.0
1302	County	Chowan	Non-Hispanic White	2016	Rate	0.0
1303	County	Chowan	Non-Hispanic African American	2016	Rate	0.0
1304	County	Chowan	Non-Hispanic American Indian	2016	Rate	0.0
1305	County	Chowan	Other Non-Hispanic	2016	Rate	0.0
1306	County	Chowan	Hispanic	2016	Rate	0.0
1307	County	Chowan	Total	2016	Rate	0.0
1308	County	Chowan	Non-Hispanic White	2017	Number	0.0
1309	County	Chowan	Non-Hispanic White	2017	Rate	0.0
1310	County	Chowan	Non-Hispanic African American	2017	Number	0.0
1311	County	Chowan	Non-Hispanic African American	2017	Rate	0.0
1312	County	Chowan	Non-Hispanic American Indian	2017	Number	0.0
1313	County	Chowan	Non-Hispanic American Indian	2017	Rate	0.0
1314	County	Chowan	Other Non-Hispanic	2017	Number	0.0
1315	County	Chowan	Other Non-Hispanic	2017	Rate	0.0
1316	County	Chowan	Hispanic	2017	Number	0.0
1317	County	Chowan	Hispanic	2017	Rate	0.0
1318	County	Chowan	Total	2017	Number	0.0
1319	County	Chowan	Total	2017	Rate	0.0
1320	County	Clay	Non-Hispanic White	2013	Number	0.0
1321	County	Clay	Non-Hispanic African American	2013	Number	0.0
1322	County	Clay	Non-Hispanic American Indian	2013	Number	0.0
1323	County	Clay	Other Non-Hispanic	2013	Number	0.0
1324	County	Clay	Hispanic	2013	Number	0.0
1325	County	Clay	Total	2013	Number	0.0
1326	County	Clay	Non-Hispanic White	2013	Rate	0.0
1327	County	Clay	Non-Hispanic African American	2013	Rate	0.0
1328	County	Clay	Non-Hispanic American Indian	2013	Rate	0.0
1329	County	Clay	Other Non-Hispanic	2013	Rate	0.0
1330	County	Clay	Hispanic	2013	Rate	0.0
1331	County	Clay	Total	2013	Rate	0.0
1332	County	Clay	Non-Hispanic White	2014	Number	0.0
1333	County	Clay	Non-Hispanic African American	2014	Number	0.0
1334	County	Clay	Non-Hispanic American Indian	2014	Number	0.0
1335	County	Clay	Other Non-Hispanic	2014	Number	0.0
1336	County	Clay	Hispanic	2014	Number	0.0
1337	County	Clay	Total	2014	Number	0.0
1338	County	Clay	Non-Hispanic White	2014	Rate	0.0
1339	County	Clay	Non-Hispanic African American	2014	Rate	0.0
1340	County	Clay	Non-Hispanic American Indian	2014	Rate	0.0
1341	County	Clay	Other Non-Hispanic	2014	Rate	0.0
1342	County	Clay	Hispanic	2014	Rate	0.0
1343	County	Clay	Total	2014	Rate	0.0
1344	County	Clay	Non-Hispanic White	2015	Number	1.0
1345	County	Clay	Non-Hispanic African American	2015	Number	1.0
1346	County	Clay	Non-Hispanic American Indian	2015	Number	0.0
1347	County	Clay	Other Non-Hispanic	2015	Number	0.0
1348	County	Clay	Hispanic	2015	Number	0.0
1349	County	Clay	Total	2015	Number	2.0
1350	County	Clay	Non-Hispanic White	2015	Rate	13.0
1351	County	Clay	Non-Hispanic African American	2015	Rate	1000.0
1352	County	Clay	Non-Hispanic American Indian	2015	Rate	0.0
1353	County	Clay	Other Non-Hispanic	2015	Rate	0.0
1354	County	Clay	Hispanic	2015	Rate	0.0
1355	County	Clay	Total	2015	Rate	24.1
1356	County	Clay	Non-Hispanic White	2016	Number	0.0
1357	County	Clay	Non-Hispanic African American	2016	Number	0.0
1358	County	Clay	Non-Hispanic American Indian	2016	Number	0.0
1359	County	Clay	Other Non-Hispanic	2016	Number	0.0
1360	County	Clay	Hispanic	2016	Number	0.0
1361	County	Clay	Total	2016	Number	0.0
1362	County	Clay	Non-Hispanic White	2016	Rate	0.0
1363	County	Clay	Non-Hispanic African American	2016	Rate	0.0
1364	County	Clay	Non-Hispanic American Indian	2016	Rate	0.0
1365	County	Clay	Other Non-Hispanic	2016	Rate	0.0
1366	County	Clay	Hispanic	2016	Rate	0.0
1367	County	Clay	Total	2016	Rate	0.0
1368	County	Clay	Non-Hispanic White	2017	Number	2.0
1369	County	Clay	Non-Hispanic White	2017	Rate	25.6
1370	County	Clay	Non-Hispanic African American	2017	Number	0.0
1371	County	Clay	Non-Hispanic African American	2017	Rate	0.0
1372	County	Clay	Non-Hispanic American Indian	2017	Number	0.0
1373	County	Clay	Non-Hispanic American Indian	2017	Rate	0.0
1374	County	Clay	Other Non-Hispanic	2017	Number	0.0
1375	County	Clay	Other Non-Hispanic	2017	Rate	0.0
1376	County	Clay	Hispanic	2017	Number	0.0
1377	County	Clay	Hispanic	2017	Rate	0.0
1378	County	Clay	Total	2017	Number	2.0
1379	County	Clay	Total	2017	Rate	22.5
1380	County	Cleveland	Non-Hispanic White	2013	Number	4.0
1381	County	Cleveland	Non-Hispanic African American	2013	Number	8.0
1382	County	Cleveland	Non-Hispanic American Indian	2013	Number	0.0
1383	County	Cleveland	Other Non-Hispanic	2013	Number	0.0
1384	County	Cleveland	Hispanic	2013	Number	0.0
1385	County	Cleveland	Total	2013	Number	12.0
1386	County	Cleveland	Non-Hispanic White	2013	Rate	5.6
1387	County	Cleveland	Non-Hispanic African American	2013	Rate	29.1
1388	County	Cleveland	Non-Hispanic American Indian	2013	Rate	0.0
1389	County	Cleveland	Other Non-Hispanic	2013	Rate	0.0
1390	County	Cleveland	Hispanic	2013	Rate	0.0
1391	County	Cleveland	Total	2013	Rate	11.4
1392	County	Cleveland	Non-Hispanic White	2014	Number	3.0
1393	County	Cleveland	Non-Hispanic African American	2014	Number	4.0
1394	County	Cleveland	Non-Hispanic American Indian	2014	Number	0.0
1395	County	Cleveland	Other Non-Hispanic	2014	Number	0.0
1396	County	Cleveland	Hispanic	2014	Number	0.0
1397	County	Cleveland	Total	2014	Number	7.0
1398	County	Cleveland	Non-Hispanic White	2014	Rate	4.0
1399	County	Cleveland	Non-Hispanic African American	2014	Rate	15.9
1400	County	Cleveland	Non-Hispanic American Indian	2014	Rate	0.0
1401	County	Cleveland	Other Non-Hispanic	2014	Rate	0.0
1402	County	Cleveland	Hispanic	2014	Rate	0.0
1403	County	Cleveland	Total	2014	Rate	6.6
1404	County	Cleveland	Non-Hispanic White	2015	Number	5.0
1405	County	Cleveland	Non-Hispanic African American	2015	Number	4.0
1406	County	Cleveland	Non-Hispanic American Indian	2015	Number	0.0
1407	County	Cleveland	Other Non-Hispanic	2015	Number	0.0
1408	County	Cleveland	Hispanic	2015	Number	0.0
1409	County	Cleveland	Total	2015	Number	9.0
1410	County	Cleveland	Non-Hispanic White	2015	Rate	6.7
1411	County	Cleveland	Non-Hispanic African American	2015	Rate	14.8
1412	County	Cleveland	Non-Hispanic American Indian	2015	Rate	0.0
1413	County	Cleveland	Other Non-Hispanic	2015	Rate	0.0
1414	County	Cleveland	Hispanic	2015	Rate	0.0
1415	County	Cleveland	Total	2015	Rate	8.3
1416	County	Cleveland	Non-Hispanic White	2016	Number	7.0
1417	County	Cleveland	Non-Hispanic African American	2016	Number	2.0
1418	County	Cleveland	Non-Hispanic American Indian	2016	Number	0.0
1419	County	Cleveland	Other Non-Hispanic	2016	Number	0.0
1420	County	Cleveland	Hispanic	2016	Number	2.0
1421	County	Cleveland	Total	2016	Number	11.0
1422	County	Cleveland	Non-Hispanic White	2016	Rate	9.5
1423	County	Cleveland	Non-Hispanic African American	2016	Rate	7.7
1424	County	Cleveland	Non-Hispanic American Indian	2016	Rate	0.0
1425	County	Cleveland	Other Non-Hispanic	2016	Rate	0.0
1426	County	Cleveland	Hispanic	2016	Rate	41.7
1427	County	Cleveland	Total	2016	Rate	10.4
1428	County	Cleveland	Non-Hispanic White	2017	Number	5.0
1429	County	Cleveland	Non-Hispanic White	2017	Rate	6.9
1430	County	Cleveland	Non-Hispanic African American	2017	Number	6.0
1431	County	Cleveland	Non-Hispanic African American	2017	Rate	22.2
1432	County	Cleveland	Non-Hispanic American Indian	2017	Number	0.0
1433	County	Cleveland	Non-Hispanic American Indian	2017	Rate	0.0
1434	County	Cleveland	Other Non-Hispanic	2017	Number	0.0
1435	County	Cleveland	Other Non-Hispanic	2017	Rate	0.0
1436	County	Cleveland	Hispanic	2017	Number	0.0
1437	County	Cleveland	Hispanic	2017	Rate	0.0
1438	County	Cleveland	Total	2017	Number	11.0
1439	County	Cleveland	Total	2017	Rate	10.3
1440	County	Columbus	Non-Hispanic White	2013	Number	1.0
1441	County	Columbus	Non-Hispanic African American	2013	Number	3.0
1442	County	Columbus	Non-Hispanic American Indian	2013	Number	0.0
1443	County	Columbus	Other Non-Hispanic	2013	Number	1.0
1444	County	Columbus	Hispanic	2013	Number	1.0
1445	County	Columbus	Total	2013	Number	6.0
1446	County	Columbus	Non-Hispanic White	2013	Rate	2.9
1447	County	Columbus	Non-Hispanic African American	2013	Rate	13.7
1448	County	Columbus	Non-Hispanic American Indian	2013	Rate	0.0
1449	County	Columbus	Other Non-Hispanic	2013	Rate	500.0
1450	County	Columbus	Hispanic	2013	Rate	16.1
1451	County	Columbus	Total	2013	Rate	9.2
1452	County	Columbus	Non-Hispanic White	2014	Number	1.0
1453	County	Columbus	Non-Hispanic African American	2014	Number	5.0
1454	County	Columbus	Non-Hispanic American Indian	2014	Number	1.0
1455	County	Columbus	Other Non-Hispanic	2014	Number	0.0
1456	County	Columbus	Hispanic	2014	Number	2.0
1457	County	Columbus	Total	2014	Number	9.0
1458	County	Columbus	Non-Hispanic White	2014	Rate	3.1
1459	County	Columbus	Non-Hispanic African American	2014	Rate	26.2
1460	County	Columbus	Non-Hispanic American Indian	2014	Rate	41.7
1461	County	Columbus	Other Non-Hispanic	2014	Rate	0.0
1462	County	Columbus	Hispanic	2014	Rate	29.4
1463	County	Columbus	Total	2014	Rate	14.8
1464	County	Columbus	Non-Hispanic White	2015	Number	5.0
1465	County	Columbus	Non-Hispanic African American	2015	Number	1.0
1466	County	Columbus	Non-Hispanic American Indian	2015	Number	0.0
1467	County	Columbus	Other Non-Hispanic	2015	Number	0.0
1468	County	Columbus	Hispanic	2015	Number	0.0
1469	County	Columbus	Total	2015	Number	6.0
1470	County	Columbus	Non-Hispanic White	2015	Rate	14.7
1471	County	Columbus	Non-Hispanic African American	2015	Rate	5.8
1472	County	Columbus	Non-Hispanic American Indian	2015	Rate	0.0
1473	County	Columbus	Other Non-Hispanic	2015	Rate	0.0
1474	County	Columbus	Hispanic	2015	Rate	0.0
1475	County	Columbus	Total	2015	Rate	10.0
1476	County	Columbus	Non-Hispanic White	2016	Number	2.0
1477	County	Columbus	Non-Hispanic African American	2016	Number	3.0
1478	County	Columbus	Non-Hispanic American Indian	2016	Number	0.0
1479	County	Columbus	Other Non-Hispanic	2016	Number	1.0
1480	County	Columbus	Hispanic	2016	Number	0.0
1481	County	Columbus	Total	2016	Number	6.0
1482	County	Columbus	Non-Hispanic White	2016	Rate	6.2
1483	County	Columbus	Non-Hispanic African American	2016	Rate	16.0
1484	County	Columbus	Non-Hispanic American Indian	2016	Rate	0.0
1485	County	Columbus	Other Non-Hispanic	2016	Rate	500.0
1486	County	Columbus	Hispanic	2016	Rate	0.0
1487	County	Columbus	Total	2016	Rate	10.1
1488	County	Columbus	Non-Hispanic White	2017	Number	3.0
1489	County	Columbus	Non-Hispanic White	2017	Rate	9.7
1490	County	Columbus	Non-Hispanic African American	2017	Number	3.0
1491	County	Columbus	Non-Hispanic African American	2017	Rate	15.8
1492	County	Columbus	Non-Hispanic American Indian	2017	Number	0.0
1493	County	Columbus	Non-Hispanic American Indian	2017	Rate	0.0
1494	County	Columbus	Other Non-Hispanic	2017	Number	0.0
1495	County	Columbus	Other Non-Hispanic	2017	Rate	0.0
1496	County	Columbus	Hispanic	2017	Number	0.0
1497	County	Columbus	Hispanic	2017	Rate	0.0
1498	County	Columbus	Total	2017	Number	6.0
1499	County	Columbus	Total	2017	Rate	10.4
1500	County	Craven	Non-Hispanic White	2013	Number	6.0
1501	County	Craven	Non-Hispanic African American	2013	Number	4.0
1502	County	Craven	Non-Hispanic American Indian	2013	Number	0.0
1503	County	Craven	Other Non-Hispanic	2013	Number	0.0
1504	County	Craven	Hispanic	2013	Number	0.0
1505	County	Craven	Total	2013	Number	10.0
1506	County	Craven	Non-Hispanic White	2013	Rate	6.2
1507	County	Craven	Non-Hispanic African American	2013	Rate	13.2
1508	County	Craven	Non-Hispanic American Indian	2013	Rate	0.0
1509	County	Craven	Other Non-Hispanic	2013	Rate	0.0
1510	County	Craven	Hispanic	2013	Rate	0.0
1511	County	Craven	Total	2013	Rate	6.6
1512	County	Craven	Non-Hispanic White	2014	Number	5.0
1513	County	Craven	Non-Hispanic African American	2014	Number	1.0
1514	County	Craven	Non-Hispanic American Indian	2014	Number	0.0
1515	County	Craven	Other Non-Hispanic	2014	Number	1.0
1516	County	Craven	Hispanic	2014	Number	0.0
1517	County	Craven	Total	2014	Number	7.0
1518	County	Craven	Non-Hispanic White	2014	Rate	5.1
1519	County	Craven	Non-Hispanic African American	2014	Rate	3.4
1520	County	Craven	Non-Hispanic American Indian	2014	Rate	0.0
1521	County	Craven	Other Non-Hispanic	2014	Rate	12.8
1522	County	Craven	Hispanic	2014	Rate	0.0
1523	County	Craven	Total	2014	Rate	4.7
1524	County	Craven	Non-Hispanic White	2015	Number	3.0
1525	County	Craven	Non-Hispanic African American	2015	Number	6.0
1526	County	Craven	Non-Hispanic American Indian	2015	Number	0.0
1527	County	Craven	Other Non-Hispanic	2015	Number	1.0
1528	County	Craven	Hispanic	2015	Number	0.0
1529	County	Craven	Total	2015	Number	10.0
1530	County	Craven	Non-Hispanic White	2015	Rate	3.2
1531	County	Craven	Non-Hispanic African American	2015	Rate	22.2
1532	County	Craven	Non-Hispanic American Indian	2015	Rate	0.0
1533	County	Craven	Other Non-Hispanic	2015	Rate	12.2
1534	County	Craven	Hispanic	2015	Rate	0.0
1535	County	Craven	Total	2015	Rate	6.9
1536	County	Craven	Non-Hispanic White	2016	Number	5.0
1537	County	Craven	Non-Hispanic African American	2016	Number	3.0
1538	County	Craven	Non-Hispanic American Indian	2016	Number	0.0
1539	County	Craven	Other Non-Hispanic	2016	Number	1.0
1540	County	Craven	Hispanic	2016	Number	1.0
1541	County	Craven	Total	2016	Number	10.0
1542	County	Craven	Non-Hispanic White	2016	Rate	5.5
1543	County	Craven	Non-Hispanic African American	2016	Rate	10.0
1544	County	Craven	Non-Hispanic American Indian	2016	Rate	0.0
1545	County	Craven	Other Non-Hispanic	2016	Rate	12.2
1546	County	Craven	Hispanic	2016	Rate	7.0
1547	County	Craven	Total	2016	Rate	6.9
1548	County	Craven	Non-Hispanic White	2017	Number	5.0
1549	County	Craven	Non-Hispanic White	2017	Rate	5.6
1550	County	Craven	Non-Hispanic African American	2017	Number	4.0
1551	County	Craven	Non-Hispanic African American	2017	Rate	13.7
1552	County	Craven	Non-Hispanic American Indian	2017	Number	0.0
1553	County	Craven	Non-Hispanic American Indian	2017	Rate	0.0
1554	County	Craven	Other Non-Hispanic	2017	Number	0.0
1555	County	Craven	Other Non-Hispanic	2017	Rate	0.0
1556	County	Craven	Hispanic	2017	Number	1.0
1557	County	Craven	Hispanic	2017	Rate	7.6
1558	County	Craven	Total	2017	Number	10.0
1559	County	Craven	Total	2017	Rate	7.2
1560	County	Cumberland	Non-Hispanic White	2013	Number	18.0
1561	County	Cumberland	Non-Hispanic African American	2013	Number	23.0
1562	County	Cumberland	Non-Hispanic American Indian	2013	Number	0.0
1563	County	Cumberland	Other Non-Hispanic	2013	Number	1.0
1564	County	Cumberland	Hispanic	2013	Number	4.0
1565	County	Cumberland	Total	2013	Number	46.0
