GeoArea_FIPS	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Code	Economic_Measure_Name	Data_Period_Business_Key	Estimated_Value	Estimation_Qualifier	Unit_of_Measure_Code	Default_Scale	Data_Period_Type	Data_Period_Name	Data_Period_Begin_Datetime	Calculation_Type
37181	Vance County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2017	17889.75		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37183	Wake County, NC	North Central	Capital Area	FRED_LFN_00000	Civilian Labor Force by County	2017	573417.25		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37185	Warren County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2017	6824.166666666668		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37187	Washington County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2017	4770.0		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37189	Watauga County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2017	28570.83333333333		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37191	Wayne County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2017	53402.75		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37193	Wilkes County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2017	30918.08333333333		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37195	Wilson County, NC	North Central	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2017	35957.916666666664		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37197	Yadkin County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2017	17696.416666666668		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37199	Yancey County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2017	7427.083333333332		PRS	0	YR	The Year 2017	01/1/2017 0:00	Level
37001	Alamance County, NC	Piedmont-Triad	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2018	80857.83333333331		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37003	Alexander County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	17945.583333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37005	Alleghany County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2018	4313.333333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37007	Anson County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2018	10417.75		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37009	Ashe County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2018	12701.083333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37011	Avery County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2018	7597.083333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37013	Beaufort County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2018	19681.33333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37015	Bertie County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2018	7836.333333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37017	Bladen County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2018	14379.666666666668		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37019	Brunswick County, NC	Southeast	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2018	53185.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37021	Buncombe County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2018	138994.91666666663		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37023	Burke County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	40838.083333333336		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37025	Cabarrus County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2018	107083.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37027	Caldwell County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	36394.833333333336		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37029	Camden County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	4705.583333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37031	Carteret County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2018	31891.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37033	Caswell County, NC	Piedmont-Triad	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2018	9828.083333333334		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37035	Catawba County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	78670.58333333331		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37037	Chatham County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2018	35108.25		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37039	Cherokee County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2018	11268.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37041	Chowan County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	5584.333333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37043	Clay County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2018	4124.166666666667		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37045	Cleveland County, NC	Southwest	Region C	FRED_LFN_00000	Civilian Labor Force by County	2018	47896.91666666666		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37047	Columbus County, NC	South Central	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2018	22371.08333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37049	Craven County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2018	41529.25		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37051	Cumberland County, NC	South Central	Cumberland County	FRED_LFN_00000	Civilian Labor Force by County	2018	127619.66666666669		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37053	Currituck County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	13996.666666666668		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37055	Dare County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	19964.75		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37057	Davidson County, NC	Piedmont-Triad	DavidsonWorks, Inc.	FRED_LFN_00000	Civilian Labor Force by County	2018	80401.41666666669		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37059	Davie County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	20541.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37061	Duplin County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2018	25041.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37063	Durham County, NC	North Central	Durham	FRED_LFN_00000	Civilian Labor Force by County	2018	168760.08333333337		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37065	Edgecombe County, NC	North Central	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2018	21498.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37067	Forsyth County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	186901.8333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37069	Franklin County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2018	30761.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37071	Gaston County, NC	Southwest	Gaston County	FRED_LFN_00000	Civilian Labor Force by County	2018	109077.66666666669		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37073	Gates County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	5318.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37075	Graham County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2018	3181.583333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37077	Granville County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2018	29970.58333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37079	Greene County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2018	9533.083333333334		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37081	Guilford County, NC	Piedmont-Triad	Greensboro/High Point/Guilford	FRED_LFN_00000	Civilian Labor Force by County	2018	262077.91666666663		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37083	Halifax County, NC	Northeast	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2018	20183.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37085	Harnett County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2018	52878.25		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37087	Haywood County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2018	29652.91666666667		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37089	Henderson County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2018	54525.25		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37091	Hertford County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2018	9126.75		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37093	Hoke County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2018	20109.58333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37095	Hyde County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	2015.416666666667		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37097	Iredell County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2018	87854.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37099	Jackson County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2018	19553.416666666668		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37101	Johnston County, NC	North Central		FRED_LFN_00000	Civilian Labor Force by County	2018	97395.66666666669		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37103	Jones County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2018	4381.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37105	Lee County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2018	26505.75		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37107	Lenoir County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2018	27870.91666666667		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37109	Lincoln County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2018	42638.083333333336		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37113	Macon County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2018	15356.083333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37115	Madison County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2018	10071.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37117	Martin County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2018	9288.583333333334		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37111	McDowell County, NC	Northwest	Region C	FRED_LFN_00000	Civilian Labor Force by County	2018	21116.58333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37119	Mecklenburg County, NC	Southwest		FRED_LFN_00000	Civilian Labor Force by County	2018	611031.75		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37121	Mitchell County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2018	6026.833333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37123	Montgomery County, NC	South Central	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2018	11532.583333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37125	Moore County, NC	South Central	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2018	41078.91666666666		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37127	Nash County, NC	North Central	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2018	43392.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37129	New Hanover County, NC	Southeast	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2018	121247.75		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37131	Northampton County, NC	Northeast	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2018	7634.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37133	Onslow County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2018	64333.66666666666		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37135	Orange County, NC	North Central	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2018	77613.83333333331		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37137	Pamlico County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2018	5323.666666666667		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37139	Pasquotank County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	17018.583333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37141	Pender County, NC	Southeast	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2018	28259.41666666667		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37143	Perquimans County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	5024.166666666667		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37145	Person County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2018	18158.25		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37147	Pitt County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2018	89551.66666666669		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37149	Polk County, NC	Western	Region C	FRED_LFN_00000	Civilian Labor Force by County	2018	8949.666666666666		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37151	Randolph County, NC	Piedmont-Triad	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2018	66084.41666666669		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37153	Richmond County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2018	16547.666666666668		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37155	Robeson County, NC			FRED_LFN_00000	Civilian Labor Force by County	2018	49713.33333333334		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37157	Rockingham County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	40109.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37159	Rowan County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2018	64986.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37161	Rutherford County, NC	Western	Region C	FRED_LFN_00000	Civilian Labor Force by County	2018	24792.25		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37163	Sampson County, NC	South Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2018	29281.75		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37165	Scotland County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2018	11476.166666666668		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37167	Stanly County, NC	Southwest		FRED_LFN_00000	Civilian Labor Force by County	2018	29866.41666666667		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37169	Stokes County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	21586.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37171	Surry County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	34033.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37173	Swain County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2018	6920.333333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37175	Transylvania County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2018	14286.0		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37177	Tyrrell County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	1476.666666666667		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37179	Union County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2018	121602.66666666669		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37181	Vance County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2018	17418.083333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37183	Wake County, NC	North Central	Capital Area	FRED_LFN_00000	Civilian Labor Force by County	2018	585448.1666666665		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37185	Warren County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2018	6559.166666666668		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37187	Washington County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2018	4619.083333333333		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37189	Watauga County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2018	28905.5		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37191	Wayne County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2018	52574.41666666666		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37193	Wilkes County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2018	30151.75		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37195	Wilson County, NC	North Central	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2018	35280.666666666664		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37197	Yadkin County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2018	17622.833333333332		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37199	Yancey County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2018	8245.416666666666		PRS	0	YR	The Year 2018	01/1/2018 0:00	Level
37001	Alamance County, NC	Piedmont-Triad	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2019	82597.58333333331		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37003	Alexander County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2019	18159.166666666668		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37005	Alleghany County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2019	4415.083333333333		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37007	Anson County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2019	10834.0		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37009	Ashe County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2019	12907.75		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37011	Avery County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2019	7501.166666666668		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37013	Beaufort County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2019	19578.416666666668		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37015	Bertie County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2019	7821.0		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37017	Bladen County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2019	14628.25		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37019	Brunswick County, NC	Southeast	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2019	54410.25		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37021	Buncombe County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2019	141959.25		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37023	Burke County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2019	41324.25		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37025	Cabarrus County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2019	109926.5		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37027	Caldwell County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2019	36865.75		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37029	Camden County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2019	4661.5		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37031	Carteret County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2019	32229.5		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37033	Caswell County, NC	Piedmont-Triad	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2019	9923.583333333334		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37035	Catawba County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2019	79540.0		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37037	Chatham County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2019	35910.0		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37039	Cherokee County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2019	11226.583333333332		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37041	Chowan County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2019	5559.916666666668		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37043	Clay County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2019	4147.916666666667		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37045	Cleveland County, NC	Southwest	Region C	FRED_LFN_00000	Civilian Labor Force by County	2019	48737.83333333334		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37047	Columbus County, NC	South Central	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2019	22941.33333333333		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37049	Craven County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2019	42149.833333333336		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37051	Cumberland County, NC	South Central	Cumberland County	FRED_LFN_00000	Civilian Labor Force by County	2019	128855.75		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37053	Currituck County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2019	14117.416666666668		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37055	Dare County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2019	20062.916666666668		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37057	Davidson County, NC	Piedmont-Triad	DavidsonWorks, Inc.	FRED_LFN_00000	Civilian Labor Force by County	2019	81754.33333333331		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37059	Davie County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2019	20873.416666666668		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37061	Duplin County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2019	25423.91666666667		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37063	Durham County, NC	North Central	Durham	FRED_LFN_00000	Civilian Labor Force by County	2019	172359.33333333337		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37065	Edgecombe County, NC	North Central	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2019	21439.25		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37067	Forsyth County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2019	189792.91666666663		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37069	Franklin County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2019	31571.0		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37071	Gaston County, NC	Southwest	Gaston County	FRED_LFN_00000	Civilian Labor Force by County	2019	111966.25		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37073	Gates County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2019	5362.416666666667		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37075	Graham County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2019	3255.833333333333		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37077	Granville County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2019	30243.66666666667		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37079	Greene County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2019	9577.666666666666		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37081	Guilford County, NC	Piedmont-Triad	Greensboro/High Point/Guilford	FRED_LFN_00000	Civilian Labor Force by County	2019	265348.5		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37083	Halifax County, NC	Northeast	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2019	20500.916666666668		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37085	Harnett County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2019	53704.66666666666		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37087	Haywood County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2019	30281.91666666667		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37089	Henderson County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2019	55703.16666666666		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37091	Hertford County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2019	9225.083333333334		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37093	Hoke County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2019	20307.666666666668		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37095	Hyde County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2019	1976.083333333333		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
37097	Iredell County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2019	90208.41666666669		PRS	0	YR	The Year 2019	01/1/2019 0:00	Level
