	GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
3706	" ""37061"""	Duplin, NC	5.0	CAINC6N	300.0	22	   Utilities	Thousands of dollars	3069	3754	4000	3824	2018	3430	2031	2075	4369	5983	6106	5772	6077	4991	2743	2171	1865
3707	" ""37061"""	Duplin, NC	5.0	CAINC6N	400.0	23	   Construction	Thousands of dollars	17790	17372	17273	18842	21095	21905	24399	24551	18957	21135	(D)	24312	25107	24557	25431	27072	30899
3708	" ""37061"""	Duplin, NC	5.0	CAINC6N	401.0	236	    Construction of buildings	Thousands of dollars	5494	5414	5692	5210	5246	5334	5369	5591	4319	3577	4302	4412	4071	3794	3022	3340	3935
3709	" ""37061"""	Duplin, NC	5.0	CAINC6N	402.0	237	    Heavy and civil engineering construction	Thousands of dollars	1925	2901	2601	3647	2875	3029	2753	2812	2483	2646	(D)	3568	3871	3527	3729	3560	4124
3710	" ""37061"""	Duplin, NC	5.0	CAINC6N	403.0	238	    Specialty trade contractors	Thousands of dollars	10371	9057	8980	9985	12974	13542	16277	16148	12155	14912	17095	16332	17165	17236	18680	20172	22840
3711	" ""37061"""	Duplin, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	191025	197990	197877	208673	198805	202247	232701	230391	219945	233740	252558	262073	242700	268841	265333	268329	262956
3712	" ""37061"""	Duplin, NC	5.0	CAINC6N	510.0	321,327-339	    Durable goods manufacturing	Thousands of dollars	10212	8236	10457	9932	11942	11913	12261	12255	8492	8530	11603	12443	14676	18231	15838	16965	26107
3713	" ""37061"""	Duplin, NC	5.0	CAINC6N	511.0	321	     Wood product manufacturing	Thousands of dollars	3570	976	480	537	588	593	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3714	" ""37061"""	Duplin, NC	5.0	CAINC6N	512.0	327	     Nonmetallic mineral product manufacturing	Thousands of dollars	1726	1548	1827	1103	1419	1686	1616	1589	1371	670	678	529	(D)	456	(D)	(D)	(D)
3715	" ""37061"""	Duplin, NC	5.0	CAINC6N	513.0	331	     Primary metal manufacturing	Thousands of dollars	0	0	(D)	0	(D)	(D)	(D)	(D)	0	0	0	0	0	0	0	0	0
3716	" ""37061"""	Duplin, NC	5.0	CAINC6N	514.0	332	     Fabricated metal product manufacturing	Thousands of dollars	1686	1458	1358	1296	1129	1083	1272	1558	1096	1162	1287	804	1356	1458	1443	1525	1523
3717	" ""37061"""	Duplin, NC	5.0	CAINC6N	515.0	333	     Machinery manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3718	" ""37061"""	Duplin, NC	5.0	CAINC6N	516.0	334	     Computer and electronic product manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3719	" ""37061"""	Duplin, NC	5.0	CAINC6N	517.0	335	     Electrical equipment, appliance, and component manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3720	" ""37061"""	Duplin, NC	5.0	CAINC6N	518.0	3361-3363	     Motor vehicles, bodies and trailers, and parts manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3721	" ""37061"""	Duplin, NC	5.0	CAINC6N	519.0	3364-3369	     Other transportation equipment manufacturing	Thousands of dollars	0	0	0	0	0	0	0	(D)	(D)	(D)	0	0	(D)	(D)	(D)	(D)	(D)
3722	" ""37061"""	Duplin, NC	5.0	CAINC6N	521.0	337	     Furniture and related product manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	892	1001	994
3723	" ""37061"""	Duplin, NC	5.0	CAINC6N	522.0	339	     Miscellaneous manufacturing	Thousands of dollars	(D)	(D)	(D)	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3724	" ""37061"""	Duplin, NC	5.0	CAINC6N	530.0	311-316,322-326	    Nondurable goods manufacturing	Thousands of dollars	180813	189754	187420	198741	186863	190334	220440	218136	211453	225210	240955	249630	228024	250610	249495	251364	236849
3725	" ""37061"""	Duplin, NC	5.0	CAINC6N	531.0	311	     Food manufacturing	Thousands of dollars	122547	131108	132794	139271	137581	144696	167306	171785	176269	178673	190749	197828	176906	194734	194706	199357	186075
3726	" ""37061"""	Duplin, NC	5.0	CAINC6N	532.0	312	     Beverage and tobacco product manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3727	" ""37061"""	Duplin, NC	5.0	CAINC6N	533.0	313	     Textile mills	Thousands of dollars	52535	53785	49507	53850	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3728	" ""37061"""	Duplin, NC	5.0	CAINC6N	534.0	314	     Textile product mills	Thousands of dollars	(D)	(D)	(D)	(D)	0	0	0	0	0	0	0	0	0	0	0	0	0
3729	" ""37061"""	Duplin, NC	5.0	CAINC6N	535.0	315	     Apparel manufacturing	Thousands of dollars	3147	(D)	(D)	(D)	(D)	(D)	0	0	0	0	0	0	0	0	0	0	0
3730	" ""37061"""	Duplin, NC	5.0	CAINC6N	536.0	316	     Leather and allied product manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3731	" ""37061"""	Duplin, NC	5.0	CAINC6N	537.0	322	     Paper manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3732	" ""37061"""	Duplin, NC	5.0	CAINC6N	538.0	323	     Printing and related support activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0	0	0	0	0	0	0	0	0
3733	" ""37061"""	Duplin, NC	5.0	CAINC6N	539.0	324	     Petroleum and coal products manufacturing	Thousands of dollars	0	0	0	0	0	0	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3734	" ""37061"""	Duplin, NC	5.0	CAINC6N	541.0	325	     Chemical manufacturing	Thousands of dollars	0	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2916	3251	3352	3167	3170
3735	" ""37061"""	Duplin, NC	5.0	CAINC6N	542.0	326	     Plastics and rubber products manufacturing	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3736	" ""37061"""	Duplin, NC	5.0	CAINC6N	600.0	42	   Wholesale trade	Thousands of dollars	28809	28470	19665	14995	19427	22692	24636	22534	26504	26363	25767	24821	27318	26421	32093	29697	23978
3737	" ""37061"""	Duplin, NC	5.0	CAINC6N	700.0	44-45	   Retail trade	Thousands of dollars	33539	35899	37830	37375	38717	40648	42394	42920	42036	43554	43265	45169	46943	47007	47576	49149	52004
3738	" ""37061"""	Duplin, NC	5.0	CAINC6N	701.0	441	    Motor vehicle and parts dealers	Thousands of dollars	5741	6203	6497	5590	5771	6099	6765	6338	4541	4898	5205	5714	5480	6135	5962	6005	6338
3739	" ""37061"""	Duplin, NC	5.0	CAINC6N	702.0	442	    Furniture and home furnishings stores	Thousands of dollars	1525	1335	1363	1357	1455	1954	2014	1901	1637	1433	803	802	1410	1459	1553	1467	1061
3740	" ""37061"""	Duplin, NC	5.0	CAINC6N	703.0	443	    Electronics and appliance stores	Thousands of dollars	(D)	(D)	934	1008	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1155
3741	" ""37061"""	Duplin, NC	5.0	CAINC6N	704.0	444	    Building material and garden equipment and supplies dealers	Thousands of dollars	2991	2650	2592	3351	3491	3691	3881	3620	3209	3247	3003	3479	3895	4212	4315	4966	6430
3742	" ""37061"""	Duplin, NC	5.0	CAINC6N	705.0	445	    Food and beverage stores	Thousands of dollars	6283	7636	8586	8660	8986	9181	9367	10251	10162	9311	9435	10008	9857	9789	9880	10248	10049
3743	" ""37061"""	Duplin, NC	5.0	CAINC6N	706.0	446	    Health and personal care stores	Thousands of dollars	2636	2922	2989	3103	3336	3617	4387	4862	5160	6471	6666	7442	7777	6274	5883	6446	6539
3744	" ""37061"""	Duplin, NC	5.0	CAINC6N	707.0	447	    Gasoline stations	Thousands of dollars	4249	4297	5008	5111	5411	5405	5479	5552	5447	5551	5434	5578	5731	6061	6582	6238	6795
3745	" ""37061"""	Duplin, NC	5.0	CAINC6N	708.0	448	    Clothing and clothing accessories stores	Thousands of dollars	592	594	(D)	(D)	658	948	480	391	406	(D)	423	420	338	377	437	546	(D)
3746	" ""37061"""	Duplin, NC	5.0	CAINC6N	709.0	451	    Sporting goods, hobby, musical instrument, and book stores	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3747	" ""37061"""	Duplin, NC	5.0	CAINC6N	711.0	452	    General merchandise stores	Thousands of dollars	4770	5188	5769	5779	6361	6474	6579	6798	8594	9475	9392	9213	9567	9617	9466	9722	9885
3748	" ""37061"""	Duplin, NC	5.0	CAINC6N	712.0	453	    Miscellaneous store retailers	Thousands of dollars	1734	1980	1314	732	561	629	751	721	596	441	547	460	544	646	833	870	897
3749	" ""37061"""	Duplin, NC	5.0	CAINC6N	713.0	454	    Nonstore retailers	Thousands of dollars	2111	2151	2202	2134	2015	1989	1981	1840	1660	(D)	1675	1429	1363	1374	1443	1980	2068
3750	" ""37061"""	Duplin, NC	5.0	CAINC6N	800.0	48-49	   Transportation and warehousing	Thousands of dollars	18218	16064	16589	16943	17898	14796	14001	7948	8147	8142	7897	8643	9535	10715	11444	14589	14935
3751	" ""37061"""	Duplin, NC	5.0	CAINC6N	801.0	481	    Air transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	(D)	(D)	0	0	0	0	0	0
3752	" ""37061"""	Duplin, NC	5.0	CAINC6N	802.0	482	    Rail transportation	Thousands of dollars	661	845	703	733	699	777	731	738	750	606	669	648	642	721	1046	835	846
3753	" ""37061"""	Duplin, NC	5.0	CAINC6N	803.0	483	    Water transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3754	" ""37061"""	Duplin, NC	5.0	CAINC6N	804.0	484	    Truck transportation	Thousands of dollars	7409	8226	9431	9755	12000	8429	6906	4082	3662	3467	3680	3666	4118	4865	5583	6479	8582
3755	" ""37061"""	Duplin, NC	5.0	CAINC6N	805.0	485	    Transit and ground passenger transportation	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0
3756	" ""37061"""	Duplin, NC	5.0	CAINC6N	806.0	486	    Pipeline transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3757	" ""37061"""	Duplin, NC	5.0	CAINC6N	807.0	487	    Scenic and sightseeing transportation	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3758	" ""37061"""	Duplin, NC	5.0	CAINC6N	808.0	488	    Support activities for transportation	Thousands of dollars	447	(D)	(D)	813	1056	(D)	(D)	1088	1183	1299	849	981	1210	2033	2069	2168	2655
3759	" ""37061"""	Duplin, NC	5.0	CAINC6N	809.0	492	    Couriers and messengers	Thousands of dollars	0	0	0	0	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3760	" ""37061"""	Duplin, NC	5.0	CAINC6N	811.0	493	    Warehousing and storage	Thousands of dollars	(D)	(D)	5950	(D)	(D)	3977	(D)	1393	(D)	2185	2127	3011	3289	2817	(D)	(D)	(D)
3761	" ""37061"""	Duplin, NC	5.0	CAINC6N	900.0	51	   Information	Thousands of dollars	2033	2176	2418	2502	2928	3127	3809	3449	3263	3235	3364	5100	5132	4463	3870	3970	3817
3762	" ""37061"""	Duplin, NC	5.0	CAINC6N	901.0	511	    Publishing industries (except Internet)	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3763	" ""37061"""	Duplin, NC	5.0	CAINC6N	902.0	512	    Motion picture and sound recording industries	Thousands of dollars	0	0	0	0	0	0	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	0	0
3764	" ""37061"""	Duplin, NC	5.0	CAINC6N	903.0	515	    Broadcasting (except Internet)	Thousands of dollars	(D)	(D)	(D)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3765	" ""37061"""	Duplin, NC	5.0	CAINC6N	904.0	516	    Internet publishing and broadcasting 4/	Thousands of dollars	0	0	0	0	0	(D)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)
3766	" ""37061"""	Duplin, NC	5.0	CAINC6N	905.0	517	    Telecommunications	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	2243	(D)	2091	(D)	(D)	3004	(D)	(D)	(D)	1925	(D)
3767	" ""37061"""	Duplin, NC	5.0	CAINC6N	906.0	518	    Data processing, hosting, and related services	Thousands of dollars	0	0	(D)	(D)	(D)	480	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3768	" ""37061"""	Duplin, NC	5.0	CAINC6N	907.0	519	    Other information services 4/	Thousands of dollars	0	0	0	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0	0
3769	" ""37061"""	Duplin, NC	5.0	CAINC6N	1000.0	52	   Finance and insurance	Thousands of dollars	9423	9814	9386	10181	10457	10363	11147	10629	11408	11936	12332	12487	12426	12576	11986	13599	13836
3770	" ""37061"""	Duplin, NC	5.0	CAINC6N	1001.0	521	    Monetary Authorities-central bank	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3771	" ""37061"""	Duplin, NC	5.0	CAINC6N	1002.0	522	    Credit intermediation and related activities	Thousands of dollars	5677	6078	6576	7282	7469	7134	7964	7890	7817	7645	7936	8409	8438	7825	7405	9219	9155
3772	" ""37061"""	Duplin, NC	5.0	CAINC6N	1003.0	523	    Securities, commodity contracts, and other financial investments and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1231	1349	1258	(D)	1069	1051	793	852
3773	" ""37061"""	Duplin, NC	5.0	CAINC6N	1004.0	524	    Insurance carriers and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2767	3060	3047	2820	(D)	3682	3530	3587	3829
3774	" ""37061"""	Duplin, NC	5.0	CAINC6N	1005.0	525	    Funds, trusts, and other financial vehicles	Thousands of dollars	0	0	0	0	0	0	0	0	(D)	0	0	0	0	0	0	0	0
3775	" ""37061"""	Duplin, NC	5.0	CAINC6N	1100.0	53	   Real estate and rental and leasing	Thousands of dollars	2549	2065	1670	2420	1624	1996	1720	1932	2391	2090	2121	1628	1604	1869	1973	2215	2176
3776	" ""37061"""	Duplin, NC	5.0	CAINC6N	1101.0	531	    Real estate	Thousands of dollars	750	893	642	1459	613	1028	710	1294	1853	1766	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3777	" ""37061"""	Duplin, NC	5.0	CAINC6N	1102.0	532	    Rental and leasing services	Thousands of dollars	1799	1172	1028	961	1011	968	1010	638	538	324	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3778	" ""37061"""	Duplin, NC	5.0	CAINC6N	1103.0	533	    Lessors of nonfinancial intangible assets (except copyrighted works)	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3779	" ""37061"""	Duplin, NC	5.0	CAINC6N	1200.0	54	   Professional, scientific, and technical services	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3780	" ""37061"""	Duplin, NC	5.0	CAINC6N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3781	" ""37061"""	Duplin, NC	5.0	CAINC6N	1400.0	56	   Administrative and support and waste management and remediation services	Thousands of dollars	5081	5758	5482	7145	6831	8366	12236	11564	9924	15188	13858	16186	16067	19058	18818	18273	12137
3782	" ""37061"""	Duplin, NC	5.0	CAINC6N	1401.0	561	    Administrative and support services	Thousands of dollars	4683	5198	4944	6691	6329	7757	11538	10821	9138	14345	12949	14900	14782	17452	17011	16081	9187
3783	" ""37061"""	Duplin, NC	5.0	CAINC6N	1402.0	562	    Waste management and remediation services	Thousands of dollars	398	560	538	454	502	609	698	743	786	843	909	1286	1285	1606	1807	2192	2950
3784	" ""37061"""	Duplin, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	686	781	692	761	715	980	1102	850	1213	1257	(D)	2802	1526	1174	1288	1336	2001
3785	" ""37061"""	Duplin, NC	5.0	CAINC6N	1600.0	62	   Health care and social assistance	Thousands of dollars	30926	33035	38361	41643	41037	46463	49206	49965	49371	49926	(D)	47502	47886	48259	47797	47680	45576
3786	" ""37061"""	Duplin, NC	5.0	CAINC6N	1601.0	621	    Ambulatory health care services	Thousands of dollars	15114	16859	21146	23249	23893	27952	29472	29334	29506	29691	(D)	(D)	30147	30446	28892	27455	26292
3787	" ""37061"""	Duplin, NC	5.0	CAINC6N	1602.0	622	    Hospitals	Thousands of dollars	0	0	0	0	0	0	0	0	0	(D)	0	0	0	0	0	0	0
3788	" ""37061"""	Duplin, NC	5.0	CAINC6N	1603.0	623	    Nursing and residential care facilities	Thousands of dollars	13639	13885	14948	15636	13933	14462	14590	15395	15592	15768	15068	13499	(D)	(D)	14127	14487	13811
3789	" ""37061"""	Duplin, NC	5.0	CAINC6N	1604.0	624	    Social assistance	Thousands of dollars	2173	2291	2267	2758	3211	4049	5144	5236	4273	(D)	4040	(D)	(D)	(D)	4778	5738	5473
3790	" ""37061"""	Duplin, NC	5.0	CAINC6N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	3443	3745	3924	4103	631	543	556	511	524	487	407	381	295	(D)	551	476	482
3791	" ""37061"""	Duplin, NC	5.0	CAINC6N	1701.0	711	    Performing arts, spectator sports, and related industries	Thousands of dollars	(D)	(D)	(D)	0	0	0	0	0	0	0	0	(D)	0	0	0	0	0
3792	" ""37061"""	Duplin, NC	5.0	CAINC6N	1702.0	712	    Museums, historical sites, and similar institutions	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3793	" ""37061"""	Duplin, NC	5.0	CAINC6N	1703.0	713	    Amusement, gambling, and recreation industries	Thousands of dollars	(D)	(D)	(D)	4103	631	543	556	511	524	487	407	(D)	295	(D)	551	476	482
3794	" ""37061"""	Duplin, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	11315	14122	15713	15752	15559	14691	14269	14489	14835	15821	15487	17629	18095	(D)	20282	19953	20291
3795	" ""37061"""	Duplin, NC	5.0	CAINC6N	1801.0	721	    Accommodation	Thousands of dollars	1231	3027	3296	3462	2948	1150	1207	1110	1050	1045	535	696	774	(D)	461	402	478
3796	" ""37061"""	Duplin, NC	5.0	CAINC6N	1802.0	722	    Food services and drinking places	Thousands of dollars	10084	11095	12417	12290	12611	13541	13062	13379	13785	14776	14952	16933	17321	18479	19821	19551	19813
3797	" ""37061"""	Duplin, NC	5.0	CAINC6N	1900.0	81	   Other services (except government and government enterprises)	Thousands of dollars	17022	18802	20443	21450	21082	22000	22135	23765	23293	23812	24011	25474	25985	28147	28363	30931	30880
3798	" ""37061"""	Duplin, NC	5.0	CAINC6N	1901.0	811	    Repair and maintenance	Thousands of dollars	4151	4501	4569	4967	4851	4890	4355	4816	4058	4137	4349	4777	5168	6284	6249	6536	6135
3799	" ""37061"""	Duplin, NC	5.0	CAINC6N	1902.0	812	    Personal and laundry services	Thousands of dollars	1553	1524	1816	1823	1695	2014	1854	1591	1490	1657	1542	1646	1685	1710	1509	3717	3873
3800	" ""37061"""	Duplin, NC	5.0	CAINC6N	1903.0	813	    Religious, grantmaking, civic, professional, and similar organizations	Thousands of dollars	10225	11693	12865	13376	13250	13711	14438	15768	16304	16728	16738	17702	17731	18558	19024	19188	(D)
3801	" ""37061"""	Duplin, NC	5.0	CAINC6N	1904.0	814	    Private households	Thousands of dollars	1093	1084	1193	1284	1286	1385	1488	1590	1441	1290	1382	1349	1401	1595	1581	1490	(D)
3802	" ""37061"""	Duplin, NC	5.0	CAINC6N	2000.0	...	  Government and government enterprises	Thousands of dollars	124344	128577	141130	153495	162160	163799	168642	172755	174246	173039	171942	171283	177656	176466	186960	185644	188626
3803	" ""37061"""	Duplin, NC	5.0	CAINC6N	2001.0	...	   Federal civilian	Thousands of dollars	8129	8555	8997	9408	9520	9919	11707	12092	12920	13076	11832	11366	11145	11376	11038	11057	11020
3804	" ""37061"""	Duplin, NC	5.0	CAINC6N	2002.0	...	   Military	Thousands of dollars	2525	3360	4490	3830	4297	4271	4471	5099	5652	5555	5493	5003	4714	4409	4080	4192	4034
3805	" ""37061"""	Duplin, NC	5.0	CAINC6N	2010.0	...	   State and local	Thousands of dollars	113690	116662	127643	140257	148343	149609	152464	155564	155674	154408	154617	154914	161797	160681	171842	170395	173572
3806	" ""37061"""	Duplin, NC	5.0	CAINC6N	2011.0	...	    State government	Thousands of dollars	20256	21252	22604	23982	25465	26337	27357	28006	29487	28303	27789	27718	25471	21963	22165	21643	21525
3807	" ""37061"""	Duplin, NC	5.0	CAINC6N	2012.0	...	    Local government	Thousands of dollars	93434	95410	105039	116275	122878	123272	125107	127558	126187	126105	126828	127196	136326	138718	149677	148752	152047
3808	" ""37063"""	Durham, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 1/	Thousands of dollars	10155745	10012768	10220330	10955896	11358660	12430455	13719739	14197221	14191481	14540251	14140170	14892460	15356298	16202654	16642454	16850787	17651400
3809	" ""37063"""	Durham, NC	5.0	CAINC6N	5.0	...	 Wages and salaries	Thousands of dollars	8562507	8374735	8506537	9129450	9452782	10359002	11496644	11890265	11791439	12095965	11829425	12381063	12815408	13396275	13778506	14006763	14699857
3810	" ""37063"""	Durham, NC	5.0	CAINC6N	6.0	...	 Supplements to wages and salaries	Thousands of dollars	1593238	1638033	1713793	1826446	1905878	2071453	2223095	2306956	2400042	2444286	2310745	2511397	2540890	2806379	2863948	2844024	2951543
3811	" ""37063"""	Durham, NC	5.0	CAINC6N	7.0	...	  Employer contributions for employee pension and insurance funds 2/	Thousands of dollars	991644	1053043	1097133	1186171	1238911	1345920	1428521	1471935	1568858	1611047	1473192	1625763	1622304	1829286	1861998	1832158	1905814
3812	" ""37063"""	Durham, NC	5.0	CAINC6N	8.0	...	  Employer contributions for government social insurance	Thousands of dollars	601594	584990	616660	640275	666967	725533	794574	835021	831184	833239	837553	885634	918586	977093	1001950	1011866	1045729
3813	" ""37063"""	Durham, NC	5.0	CAINC6N	9.0	...	Average compensation per job (dollars) 3/	Dollars	57105	57295	59022	61561	63000	66663	70646	72244	73684	76137	74821	76208	77717	79894	79364	78627	80667
3814	" ""37063"""	Durham, NC	5.0	CAINC6N	81.0	111-112	 Farm compensation	Thousands of dollars	931	1103	1269	1620	1818	2287	3168	2820	2296	1747	2125	2597	2690	2662	2612	3093	3156
3815	" ""37063"""	Durham, NC	5.0	CAINC6N	82.0	...	 Nonfarm compensation	Thousands of dollars	10154814	10011665	10219061	10954276	11356842	12428168	13716571	14194401	14189185	14538504	14138045	14889863	15353608	16199992	16639842	16847694	17648244
3816	" ""37063"""	Durham, NC	5.0	CAINC6N	90.0	113-814	  Private nonfarm compensation	Thousands of dollars	9256165	9059044	9194442	9876014	10220640	11196769	12409794	12914279	12845002	13091528	12665552	13385584	13798696	14602570	14952413	15105436	15839335
3817	" ""37063"""	Durham, NC	5.0	CAINC6N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3818	" ""37063"""	Durham, NC	5.0	CAINC6N	101.0	113	    Forestry and logging	Thousands of dollars	(D)	(D)	580	566	494	522	639	1195	554	(D)	(D)	(D)	(D)	(D)	(D)	515	(D)
3819	" ""37063"""	Durham, NC	5.0	CAINC6N	102.0	114	    Fishing, hunting and trapping	Thousands of dollars	0	0	(D)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3820	" ""37063"""	Durham, NC	5.0	CAINC6N	103.0	115	    Support activities for agriculture and forestry	Thousands of dollars	430	8773	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3821	" ""37063"""	Durham, NC	5.0	CAINC6N	200.0	21	   Mining, quarrying, and oil and gas extraction	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3822	" ""37063"""	Durham, NC	5.0	CAINC6N	201.0	211	    Oil and gas extraction	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3823	" ""37063"""	Durham, NC	5.0	CAINC6N	202.0	212	    Mining (except oil and gas)	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
3824	" ""37063"""	Durham, NC	5.0	CAINC6N	203.0	213	    Support activities for mining	Thousands of dollars	0	0	0	0	0	(D)	(D)	(D)	(D)	(D)	0	0	0	0	0	0	0
3825	" ""37063"""	Durham, NC	5.0	CAINC6N	300.0	22	   Utilities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	24030	20822	22154	(D)	(D)	19251	15947	(D)	(D)	(D)	(D)	(D)
3826	" ""37063"""	Durham, NC	5.0	CAINC6N	400.0	23	   Construction	Thousands of dollars	268391	246214	250818	268832	257175	287630	331040	353680	302244	262182	267226	255392	244850	268678	288606	319705	339943
3827	" ""37063"""	Durham, NC	5.0	CAINC6N	401.0	236	    Construction of buildings	Thousands of dollars	61864	60230	50640	54368	54739	64454	75501	82181	72152	67201	70023	77443	67153	83084	93926	100925	111681
3828	" ""37063"""	Durham, NC	5.0	CAINC6N	402.0	237	    Heavy and civil engineering construction	Thousands of dollars	37002	26074	38298	35708	36663	42188	43447	42093	24205	14984	15450	14328	11588	11750	13585	15449	21083
3829	" ""37063"""	Durham, NC	5.0	CAINC6N	403.0	238	    Specialty trade contractors	Thousands of dollars	169525	159910	161880	178756	165773	180988	212092	229406	205887	179997	181753	163621	166109	173844	181095	203331	207179
3830	" ""37063"""	Durham, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	3977960	3376737	3343693	3541748	3537217	3878737	4378583	4316453	4111373	4093381	3372099	3431594	3749105	3772830	3511108	3244954	3230283
3831	" ""37063"""	Durham, NC	5.0	CAINC6N	510.0	321,327-339	    Durable goods manufacturing	Thousands of dollars	2980524	2271702	2150451	2329849	2406062	2687775	3039359	2947566	2813211	2780007	2076367	2164327	2292199	2176153	1873887	1874613	1898958
3832	" ""37063"""	Durham, NC	5.0	CAINC6N	511.0	321	     Wood product manufacturing	Thousands of dollars	998	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	(D)	0	0	0	0	0	(D)
