	GeoArea_FIPS	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Code	Economic_Measure_Name	Data_Period_Business_Key	Estimated_Value	Estimation_Qualifier	Unit_of_Measure_Code	Default_Scale	Data_Period_Type	Data_Period_Name	Data_Period_Begin_Datetime	Calculation_Type
2203	37007	Anson County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	11057.583333333332		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2204	37009	Ashe County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2012.0	13185.916666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2205	37011	Avery County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2012.0	7742.916666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2206	37013	Beaufort County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2012.0	21046.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2207	37015	Bertie County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2012.0	8668.166666666666		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2208	37017	Bladen County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2012.0	14449.666666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2209	37019	Brunswick County, NC	Southeast	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2012.0	47347.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2210	37021	Buncombe County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2012.0	126436.83333333331		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2211	37023	Burke County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2012.0	40691.91666666666		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2212	37025	Cabarrus County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	91360.83333333331		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2213	37027	Caldwell County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2012.0	36895.583333333336		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2214	37029	Camden County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	4520.583333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2215	37031	Carteret County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	31501.5		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2216	37033	Caswell County, NC	Piedmont-Triad	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2012.0	9960.916666666666		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2217	37035	Catawba County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2012.0	76572.33333333331		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2218	37037	Chatham County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2012.0	31616.83333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2219	37039	Cherokee County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	11422.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2220	37041	Chowan County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	5905.416666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2221	37043	Clay County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	4167.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2222	37045	Cleveland County, NC	Southwest	Region C	FRED_LFN_00000	Civilian Labor Force by County	2012.0	45749.0		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2223	37047	Columbus County, NC	South Central	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2012.0	23182.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2224	37049	Craven County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	41874.66666666666		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2225	37051	Cumberland County, NC	South Central	Cumberland County	FRED_LFN_00000	Civilian Labor Force by County	2012.0	132432.58333333337		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2226	37053	Currituck County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	12460.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2227	37055	Dare County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	20718.166666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2228	37057	Davidson County, NC	Piedmont-Triad	DavidsonWorks, Inc.	FRED_LFN_00000	Civilian Labor Force by County	2012.0	79611.41666666669		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2229	37059	Davie County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2012.0	19995.166666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2230	37061	Duplin County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	26421.08333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2231	37063	Durham County, NC	North Central	Durham	FRED_LFN_00000	Civilian Labor Force by County	2012.0	148699.41666666663		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2232	37065	Edgecombe County, NC	North Central	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2012.0	24357.83333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2233	37067	Forsyth County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2012.0	176409.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2234	37069	Franklin County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2012.0	28165.16666666667		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2235	37071	Gaston County, NC	Southwest	Gaston County	FRED_LFN_00000	Civilian Labor Force by County	2012.0	100996.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2236	37073	Gates County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	5356.666666666667		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2237	37075	Graham County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	3575.833333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2238	37077	Granville County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2012.0	28301.08333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2239	37079	Greene County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	9651.916666666666		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2240	37081	Guilford County, NC	Piedmont-Triad	Greensboro/High Point/Guilford	FRED_LFN_00000	Civilian Labor Force by County	2012.0	254739.08333333328		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2241	37083	Halifax County, NC	Northeast	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2012.0	21941.83333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2242	37085	Harnett County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2012.0	49718.83333333334		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2243	37087	Haywood County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	27514.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2244	37089	Henderson County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2012.0	48588.08333333334		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2245	37091	Hertford County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2012.0	9573.833333333334		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2246	37093	Hoke County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2012.0	19831.416666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2247	37095	Hyde County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	2131.0		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2248	37097	Iredell County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	79259.08333333331		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2249	37099	Jackson County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	18072.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2250	37101	Johnston County, NC	North Central		FRED_LFN_00000	Civilian Labor Force by County	2012.0	83522.33333333331		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2251	37103	Jones County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	4589.083333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2252	37105	Lee County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2012.0	27093.33333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2253	37107	Lenoir County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	28488.83333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2254	37109	Lincoln County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	39940.583333333336		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2255	37113	Macon County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	15483.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2256	37115	Madison County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2012.0	9488.916666666666		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2257	37117	Martin County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2012.0	10430.083333333334		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2258	37111	McDowell County, NC	Northwest	Region C	FRED_LFN_00000	Civilian Labor Force by County	2012.0	20596.08333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2259	37119	Mecklenburg County, NC	Southwest		FRED_LFN_00000	Civilian Labor Force by County	2012.0	527788.0		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2260	37121	Mitchell County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2012.0	6648.583333333332		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2261	37123	Montgomery County, NC	South Central	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2012.0	11553.833333333332		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2262	37125	Moore County, NC	South Central	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2012.0	37474.333333333336		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2263	37127	Nash County, NC	North Central	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2012.0	46109.58333333334		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2264	37129	New Hanover County, NC	Southeast	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2012.0	108851.0		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2265	37131	Northampton County, NC	Northeast	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2012.0	8297.0		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2266	37133	Onslow County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	63599.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2267	37135	Orange County, NC	North Central	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2012.0	72076.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2268	37137	Pamlico County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	5370.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2269	37139	Pasquotank County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	18123.58333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2270	37141	Pender County, NC	Southeast	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2012.0	24879.58333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2271	37143	Perquimans County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	5266.0		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2272	37145	Person County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2012.0	18393.5		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2273	37147	Pitt County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2012.0	87721.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2274	37149	Polk County, NC	Western	Region C	FRED_LFN_00000	Civilian Labor Force by County	2012.0	8348.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2275	37151	Randolph County, NC	Piedmont-Triad	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2012.0	68474.33333333331		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2276	37153	Richmond County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2012.0	17929.0		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2277	37155	Robeson County, NC			FRED_LFN_00000	Civilian Labor Force by County	2012.0	52818.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2278	37157	Rockingham County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2012.0	43033.0		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2279	37159	Rowan County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	63310.41666666666		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2280	37161	Rutherford County, NC	Western	Region C	FRED_LFN_00000	Civilian Labor Force by County	2012.0	26779.83333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2281	37163	Sampson County, NC	South Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2012.0	29696.91666666667		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2282	37165	Scotland County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2012.0	12462.333333333332		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2283	37167	Stanly County, NC	Southwest		FRED_LFN_00000	Civilian Labor Force by County	2012.0	28752.16666666667		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2284	37169	Stokes County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2012.0	22391.33333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2285	37171	Surry County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2012.0	33650.916666666664		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2286	37173	Swain County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	6521.916666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2287	37175	Transylvania County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2012.0	13455.583333333332		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2288	37177	Tyrrell County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	1583.5		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2289	37179	Union County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	104230.16666666669		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2290	37181	Vance County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2012.0	18485.666666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2291	37183	Wake County, NC	North Central	Capital Area	FRED_LFN_00000	Civilian Labor Force by County	2012.0	502453.66666666674		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2292	37185	Warren County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2012.0	7578.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2293	37187	Washington County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2012.0	4871.083333333333		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2294	37189	Watauga County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2012.0	27058.41666666667		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2295	37191	Wayne County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2012.0	55376.25		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2296	37193	Wilkes County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2012.0	30584.75		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2297	37195	Wilson County, NC	North Central	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2012.0	38327.333333333336		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2298	37197	Yadkin County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2012.0	17964.5		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2299	37199	Yancey County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2012.0	7974.916666666668		PRS	0	YR	The Year 2012	01/1/2012 0:00	Level
2300	37001	Alamance County, NC	Piedmont-Triad	Regional Partnership	FRED_LFN_00000	Civilian Labor Force by County	2013.0	77240.75		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2301	37003	Alexander County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2013.0	17479.333333333332		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2302	37005	Alleghany County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2013.0	4418.083333333333		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2303	37007	Anson County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2013.0	10919.166666666668		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2304	37009	Ashe County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2013.0	12855.0		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2305	37011	Avery County, NC	Northwest	High Country	FRED_LFN_00000	Civilian Labor Force by County	2013.0	7684.166666666668		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2306	37013	Beaufort County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2013.0	20457.08333333333		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2307	37015	Bertie County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2013.0	8460.5		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2308	37017	Bladen County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2013.0	14348.75		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2309	37019	Brunswick County, NC	Southeast	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2013.0	47686.91666666666		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2310	37021	Buncombe County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2013.0	127657.0		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2311	37023	Burke County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2013.0	40101.333333333336		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2312	37025	Cabarrus County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2013.0	92217.41666666669		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2313	37027	Caldwell County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2013.0	36369.083333333336		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2314	37029	Camden County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	4522.0		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2315	37031	Carteret County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2013.0	31177.75		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2316	37033	Caswell County, NC	Piedmont-Triad	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2013.0	9857.75		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2317	37035	Catawba County, NC	Northwest	Western Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2013.0	76000.33333333331		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2318	37037	Chatham County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2013.0	31556.08333333333		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2319	37039	Cherokee County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	11263.25		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2320	37041	Chowan County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	5721.0		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2321	37043	Clay County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	4054.333333333334		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2322	37045	Cleveland County, NC	Southwest	Region C	FRED_LFN_00000	Civilian Labor Force by County	2013.0	46531.16666666666		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2323	37047	Columbus County, NC	South Central	Cape Fear	FRED_LFN_00000	Civilian Labor Force by County	2013.0	24083.91666666667		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2324	37049	Craven County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2013.0	41466.91666666666		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2325	37051	Cumberland County, NC	South Central	Cumberland County	FRED_LFN_00000	Civilian Labor Force by County	2013.0	130857.83333333331		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2326	37053	Currituck County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	12600.916666666668		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2327	37055	Dare County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	20509.666666666668		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2328	37057	Davidson County, NC	Piedmont-Triad	DavidsonWorks, Inc.	FRED_LFN_00000	Civilian Labor Force by County	2013.0	79304.0		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2329	37059	Davie County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2013.0	19960.83333333333		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2330	37061	Duplin County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2013.0	26447.66666666667		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2331	37063	Durham County, NC	North Central	Durham	FRED_LFN_00000	Civilian Labor Force by County	2013.0	150359.41666666663		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2332	37065	Edgecombe County, NC	North Central	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2013.0	23959.5		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2333	37067	Forsyth County, NC	Piedmont-Triad	Northwest Piedmont	FRED_LFN_00000	Civilian Labor Force by County	2013.0	177447.75		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2334	37069	Franklin County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2013.0	28238.16666666667		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2335	37071	Gaston County, NC	Southwest	Gaston County	FRED_LFN_00000	Civilian Labor Force by County	2013.0	100807.25		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2336	37073	Gates County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	5255.166666666667		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2337	37075	Graham County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	3515.583333333333		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2338	37077	Granville County, NC	North Central	Kerr-Tar	FRED_LFN_00000	Civilian Labor Force by County	2013.0	28334.75		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2339	37079	Greene County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2013.0	9410.5		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2340	37081	Guilford County, NC	Piedmont-Triad	Greensboro/High Point/Guilford	FRED_LFN_00000	Civilian Labor Force by County	2013.0	255227.66666666663		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2341	37083	Halifax County, NC	Northeast	Turning Point	FRED_LFN_00000	Civilian Labor Force by County	2013.0	21761.25		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2342	37085	Harnett County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2013.0	49675.75		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2343	37087	Haywood County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	27581.33333333333		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2344	37089	Henderson County, NC	Western	Mountain Area	FRED_LFN_00000	Civilian Labor Force by County	2013.0	49053.33333333334		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2345	37091	Hertford County, NC	Northeast	Region Q	FRED_LFN_00000	Civilian Labor Force by County	2013.0	9502.083333333334		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2346	37093	Hoke County, NC	South Central	Lumber River	FRED_LFN_00000	Civilian Labor Force by County	2013.0	19761.25		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2347	37095	Hyde County, NC	Northeast	Northeastern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	2160.583333333333		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2348	37097	Iredell County, NC	Southwest	Centralina	FRED_LFN_00000	Civilian Labor Force by County	2013.0	79419.75		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2349	37099	Jackson County, NC	Western	Southwestern	FRED_LFN_00000	Civilian Labor Force by County	2013.0	18420.75		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2350	37101	Johnston County, NC	North Central		FRED_LFN_00000	Civilian Labor Force by County	2013.0	84435.66666666669		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2351	37103	Jones County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2013.0	4538.25		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2352	37105	Lee County, NC	North Central	Triangle South	FRED_LFN_00000	Civilian Labor Force by County	2013.0	26078.5		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
2353	37107	Lenoir County, NC	Southeast	Eastern Carolina	FRED_LFN_00000	Civilian Labor Force by County	2013.0	28501.66666666667		PRS	0	YR	The Year 2013	01/1/2013 0:00	Level
